Date,Country,City,State,Shape,Summary,lat,lon
16-02-19-21-00,USA,Kingston,IL,Light,REDACTED,41.928781,-74.0023699
16-02-19-21-00,USA,Columbus,OH,Flash,REDACTED,39.9622601,-83.0007064
16-02-19-21-00,USA,Churchville,PA,Egg,REDACTED,40.1973955,-74.99828612
16-02-19-20-43,USA,Evansville,IN,Circle,REDACTED,37.9747645,-87.5558482
16-02-19-19-45,USA,Pueblo,CO,Sphere,REDACTED,38.187635,-104.5350144
16-02-19-19-39,USA,Pueblo,CO,Sphere,REDACTED,38.187635,-104.5350144
16-02-19-19-32,USA,Santa Rosa,CA,Light,REDACTED,38.4404675,-122.7144313
16-02-19-19-30,USA,Nashville,TN,Light,REDACTED,36.1622296,-86.774353
16-02-19-18-51,USA,Estrella,AZ,Light,REDACTED,33.0011565,-112.4173757
16-02-19-18-43,USA,Avondale,AZ,Light,REDACTED,33.4359175,-112.340502
16-02-19-18-38,USA,Phoenix,AZ,Formation,REDACTED,33.4485866,-112.0773455
16-02-19-18-30,USA,Maricopa,AZ,Formation,REDACTED,33.34883,-112.4912299
16-02-19-18-30,USA,Gainesville,MO,Triangle,REDACTED,36.6031184,-92.4282169
16-02-19-09-00,USA,Madisonville,LA,Light,REDACTED,37.3280037,-87.4986988
16-02-19-06-30,USA,Maricopa,AZ,Rectangle,REDACTED,33.34883,-112.4912299
16-02-19-05-04,USA,Forest Hill,LA,Light,REDACTED,39.5851063,-76.3877389
16-02-18-22-00,USA,Glens Falls,NY,Light,REDACTED,43.309941,-73.6444469
16-02-18-21-00,CANADA,Victoria,BC,Light,REDACTED,48.4283327,-123.3649268
16-02-18-20-45,USA,Anchorage,AK,Circle,REDACTED,61.2163129,-149.8948522
16-02-18-19-00,USA,Gallatin,NY,Other,REDACTED,42.0494845,-73.72131226
16-02-18-19-00,USA,Foresthill,CA,Cone,REDACTED,39.0019935,-120.8254006
16-02-18-18-44,USA,Chandler,AZ,Light,REDACTED,33.3067132,-111.8408488
16-02-18-18-10,USA,Salem,NH,Light,REDACTED,42.7884226,-71.2008932
16-02-18-18-00,USA,New Hampton,NH,Triangle,REDACTED,43.6148702,-71.63039594
16-02-17-22-30,USA,Philadelphia,PA,Light,REDACTED,39.9523993,-75.1635898
16-02-17-20-40,USA,Farmington,WI,Formation,REDACTED,44.39561585,-89.16335849
16-02-17-20-30,USA,Chicopee,MA,Light,REDACTED,42.17073265,-72.57331507
16-02-17-20-00,USA,Spring Prairie,WI,Unknown,REDACTED,42.6914047,-88.4042625
16-02-17-19-45,USA,Cape Coral,FL,Triangle,REDACTED,26.6058996,-81.9807339
16-02-17-19-30,USA,Wellton,AZ,Formation,REDACTED,32.6728314,-114.1468893
16-02-17-19-30,USA,Miami,FL,Triangle,REDACTED,25.800431,-80.2632189
16-02-17-19-00,USA,Greeley,CO,Fireball,REDACTED,38.4570355,-101.8185006
16-02-17-19-00,USA,Martinsville,VA,Circle,REDACTED,36.6915262,-79.8725385
16-02-17-18-08,USA,Yonkers,NY,Light,REDACTED,40.9312099,-73.8987468
16-02-17-18-05,USA,Rocky Ford,CO,Unknown,REDACTED,38.052508,-103.7202273
16-02-17-16-49,USA,Portage,IN,Triangle,REDACTED,41.5758708,-87.1761454
16-02-17-02-00,USA,New London,WI,Flash,REDACTED,44.3927581,-88.7398254
16-02-17-00-00,USA,Tulsa,OK,Light,REDACTED,36.1556805,-95.9929112
16-02-16-22-30,USA,Casa Grande,AZ,Light,REDACTED,32.8793816,-111.7575613
16-02-16-21-59,USA,Ford,WA,Circle,REDACTED,41.4849906,-93.3885438
16-02-16-19-52,USA,Birch Run,MI,Formation,REDACTED,43.250859,-83.7941309
16-02-16-19-19,USA,Kill Devil Hills,NC,Fireball,REDACTED,36.030723,-75.6760099
16-02-16-19-14,USA,Arlington,VA,Teardrop,REDACTED,38.8903961,-77.0841584
16-02-16-19-12,USA,Hertford,NC,Sphere,REDACTED,36.3560545,-77.0115134
16-02-16-17-12,USA,Williamsburg,VA,Fireball,REDACTED,37.2707028,-76.7074501
16-02-16-17-00,USA,Enterprise,WA,Fireball,REDACTED,48.7323723,-119.5956234
16-02-16-06-45,USA,Kasilof,AK,Light,REDACTED,60.330143,-151.2366311
16-02-16-01-30,USA,Pangburn,AR,Flash,REDACTED,35.4262076,-91.8385016
16-02-16-01-22,USA,Federal Way,WA,Flash,REDACTED,47.313494,-122.3393102
16-02-16-00-30,USA,Federal Way,WA,Flash,REDACTED,47.313494,-122.3393102
16-02-16-00-30,USA,Federal Way,WA,Flash,REDACTED,47.313494,-122.3393102
16-02-16-00-30,USA,Auburn,WA,Unknown,REDACTED,47.3075369,-122.2301807
16-02-16-00-15,USA,Rapid City,SD,Unknown,REDACTED,44.0811755,-103.2280059
16-02-15-22-05,USA,Tunkhannock,PA,Triangle,REDACTED,41.5385159,-75.9468439
16-02-15-20-35,USA,Virginia Beach,VA,Triangle,REDACTED,36.8529841,-75.9774182
16-02-15-19-00,USA,Dubuque,IA,Fireball,REDACTED,42.5006217,-90.6647966
16-02-15-18-00,USA,Newport Beach,CA,Formation,REDACTED,33.6170092,-117.92944
16-02-15-17-00,USA,Houston,TX,Sphere,REDACTED,29.675779,-95.40215851
16-02-15-12-50,USA,Santa Rosa,CA,Other,REDACTED,38.4404675,-122.7144313
16-02-15-09-30,USA,Philadelphia,PA,Unknown,REDACTED,39.9523993,-75.1635898
16-02-15-03-00,USA,East Aurora,NY,Triangle,REDACTED,42.7689141,-78.617761
16-02-15-00-20,USA,Columbus,OH,Flash,REDACTED,39.9622601,-83.0007064
16-02-14-22-00,USA,Santa Fe,CA,Light,REDACTED,33.924982,-117.8638365
16-02-14-22-00,USA,Santa Fe,NM,Light,REDACTED,35.6869996,-105.9377996
16-02-14-20-50,USA,Indio,CA,Circle,REDACTED,33.7192808,-116.2188053
16-02-14-20-48,USA,Woodbridge,VA,Sphere,REDACTED,38.658172,-77.2497049
16-02-14-20-20,USA,Orlando,FL,Light,REDACTED,28.5479786,-81.41278409
16-02-14-19-40,USA,Hayward,CA,Triangle,REDACTED,37.6688205,-122.0807963
16-02-14-19-30,USA,Eugene,OR,Light,REDACTED,44.10118085,-123.1523837
16-02-14-19-00,USA,Lakewood,CA,Unknown,REDACTED,33.8503463,-118.1171913
16-02-14-18-30,USA,Naples,FL,Cylinder,REDACTED,26.1420358,-81.7948102
16-02-14-18-30,USA,Pottersville,NY,Light,REDACTED,43.7311765,-73.819296
16-02-14-14-00,USA,South Gate,CA,Sphere,REDACTED,33.9463456,-118.2009809
16-02-14-10-45,USA,Newhall,CA,Rectangle,REDACTED,34.3798765,-118.5291916
16-02-14-07-30,USA,Pinellas,FL,Fireball,REDACTED,27.8778904,-82.7329308
16-02-14-04-40,USA,Beacon Falls,CT,Flash,REDACTED,35.8197809,-78.8903241
16-02-14-04-35,USA,West Suffield,CT,Fireball,REDACTED,41.7720243,-87.9792251
16-02-14-04-35,USA,Fairfield,CT,Unknown,REDACTED,41.4030331,-73.4843655
16-02-14-04-35,USA,Bridgewater,NJ,Flash,REDACTED,40.5599163,-74.5516572
16-02-14-04-30,USA,East Hampton,NY,Fireball,REDACTED,40.9637919,-72.1851728
16-02-14-04-30,USA,Starview,PA,Flash,REDACTED,40.0484311,-76.6882837
16-02-13-22-30,USA,Port Hueneme,CA,Triangle,REDACTED,34.1477829,-119.1951073
16-02-13-22-00,USA,Erie,CO,Triangle,REDACTED,42.7164263,-78.7620326
16-02-13-21-30,USA,West Mobile,AL,Fireball,REDACTED,30.7018408,-88.2336674
16-02-13-21-00,USA,Carpenteria,CA,Sphere,REDACTED,33.7274726,-117.7681721
16-02-13-21-00,USA,Greensboro,NC,Triangle,REDACTED,36.0726355,-79.7919753
16-02-13-20-30,USA,Thibodaux,LA,Light,REDACTED,29.7957633,-90.8228709
16-02-13-20-00,USA,Boise,ID,Unknown,REDACTED,43.61656,-116.2008349
16-02-13-18-30,USA,Staten Island,NY,Cigar,REDACTED,40.5834557,-74.1496047
16-02-13-18-30,USA,Farmingdale,NY,Light,REDACTED,40.7317855,-73.44815765
16-02-13-18-22,USA,Morrisville,PA,Triangle,REDACTED,40.2114978,-74.7879398
16-02-13-14-30,USA,Phoenix,AZ,Circle,REDACTED,33.4485866,-112.0773455
16-02-13-13-00,USA,Spring Creek,NV,Sphere,REDACTED,40.7374853,-115.5972206
16-02-13-11-30,USA,Monticello,MN,Triangle,REDACTED,45.3055202,-93.7941377
16-02-13-09-38,USA,Palmer,AK,Light,REDACTED,61.5995292,-149.1135484
16-02-13-05-47,USA,Wheeler Army Airfield,HI,Light,REDACTED,21.472893,-158.0358675
16-02-13-05-30,USA,Wichita,KS,Changing,REDACTED,37.6922361,-97.3375447
16-02-13-01-43,USA,Grayling,MI,Oval,REDACTED,44.661517,-84.7146369
16-02-13-01-00,USA,Newburg,IN,Circle,REDACTED,43.4316671,-88.0464811
16-12-02-23-30,USA,Seabrook,NH,Circle,REDACTED,42.88470785,-70.85367774
16-12-02-23-00,USA,Fort Lauderdale,FL,Changing,REDACTED,26.1254381,-80.1381514
16-12-02-22-05,USA,Ojo Caliente,NM,Light,REDACTED,34.9166691,-108.9684582
16-12-02-21-00,USA,La Porte,TX,Circle,REDACTED,29.6657838,-95.0193728
16-12-02-17-00,USA,Springfield,OR,Other,REDACTED,44.0462362,-123.0220288
16-12-02-16-38,USA,Hickory Hills,IL,Light,REDACTED,41.7255879,-87.8250549
16-11-02-23-35,USA,Seatac,WA,Unknown,REDACTED,47.44259955,-122.2930652
16-11-02-22-05,USA,Casa Grande,AZ,Sphere,REDACTED,32.8793816,-111.7575613
16-11-02-19-40,USA,Tampa,FL,Oval,REDACTED,27.9518491,-82.4563971
16-11-02-19-00,USA,Zion,IL,Disk,REDACTED,42.4461322,-87.8328504
16-11-02-18-00,USA,Henderson,NC,Other,REDACTED,36.3295905,-78.3991637
16-11-02-17-50,USA,Salt Lake City,UT,Circle,REDACTED,40.7670126,-111.8904307
16-11-02-11-30,USA,Anaheim,CA,Other,REDACTED,33.8347516,-117.9117319
16-11-02-07-00,USA,Laguna Beach,CA,Fireball,REDACTED,33.5420888,-117.7834146
16-11-02-06-45,USA,Costa Mesa,CA,Fireball,REDACTED,33.6633386,-117.9033169
16-11-02-06-45,USA,Ramona,CA,Light,REDACTED,33.035378,-116.8675131
16-11-02-06-45,USA,Tustin,CA,Light,REDACTED,33.7458511,-117.8261659
16-11-02-06-44,USA,Palm Desert,CA,Fireball,REDACTED,33.7288179,-116.382571
16-11-02-06-42,USA,San Diego,CA,Other,REDACTED,32.7174209,-117.1627713
16-11-02-06-40,USA,Cerritos,CA,Teardrop,REDACTED,33.8644291,-118.0539322
16-11-02-06-40,USA,Victorville,CA,Fireball,REDACTED,34.5361067,-117.2911564
16-11-02-06-40,USA,San Diego,CA,Light,REDACTED,32.7174209,-117.1627713
16-11-02-06-40,USA,South Gate,CA,Light,REDACTED,33.9463456,-118.2009809
16-11-02-06-40,USA,Temecula,CA,Triangle,REDACTED,33.4946353,-117.147366
16-11-02-06-37,USA,Santa Clarita,CA,Fireball,REDACTED,34.3916641,-118.5425859
16-11-02-06-30,USA,Lompoc,CA,Cylinder,REDACTED,34.6391501,-120.4579408
16-11-02-06-30,USA,Oxnard,CA,Light,REDACTED,34.1976308,-119.1803817
16-11-02-06-20,USA,Whittier,CA,Fireball,REDACTED,33.9748932,-118.0336974
16-11-02-06-15,USA,Odenton,MD,Unknown,REDACTED,39.0897199,-76.7073533
16-11-02-06-00,USA,Burbank,CA,Fireball,REDACTED,34.1816482,-118.3258553
16-11-02-04-50,USA,Methuen,MA,Other,REDACTED,42.7262016,-71.1908923
16-11-02-03-45,USA,La Junta,CO,Fireball,REDACTED,37.9850091,-103.543832
16-11-02-03-45,USA,Salinas,CA,Light,REDACTED,36.6744117,-121.6550371
16-10-02-22-00,USA,Lebo,KS,Sphere,REDACTED,38.4166818,-95.853044
16-10-02-22-00,USA,Batavia,NY,Cone,REDACTED,42.9980144,-78.1875514
16-10-02-19-30,USA,Bothell,WA,Other,REDACTED,47.759853,-122.2068216
16-10-02-18-40,USA,Bean Station,TN,Light,REDACTED,36.3437017,-83.2840619
16-10-02-18-00,USA,Radford,VA,Triangle,REDACTED,37.1317924,-80.5764476
16-10-02-16-00,USA,Palmer,AK,Light,REDACTED,61.5995292,-149.1135484
16-10-02-10-45,USA,Paradise Valley,AZ,Light,REDACTED,33.5428006,-111.9556
16-10-02-07-15,USA,Beaverton,OR,Disk,REDACTED,45.4871723,-122.8037803
16-10-02-07-00,USA,Olympia,WA,Light,REDACTED,47.0450197,-122.8948724
16-10-02-06-15,USA,Cutler Bay,FL,Fireball,REDACTED,25.575865,-80.34137218
16-10-02-06-00,USA,Garden Grove,CA,Changing,REDACTED,33.7746292,-117.9463716
16-10-02-05-23,USA,Riverbank,CA,Cross,REDACTED,37.7360396,-120.9354894
16-10-02-05-20,USA,San Ramon,CA,Teardrop,REDACTED,37.7799273,-121.9780152
16-10-02-05-20,USA,Vancouver,WA,Sphere,REDACTED,45.6306954,-122.6744556
16-10-02-05-20,USA,Reno,NV,Cone,REDACTED,39.52927,-119.8136743
16-10-02-05-20,USA,Arcata,CA,Unknown,REDACTED,40.866517,-124.0828399
16-10-02-05-20,USA,Lewiston,ID,Light,REDACTED,46.4165506,-117.0176568
16-10-02-05-15,USA,Geyserville,CA,Circle,REDACTED,38.707687,-122.9024963
16-10-02-05-15,USA,Gresham,OR,Light,REDACTED,45.5067406,-122.4367057
16-10-02-05-15,USA,Watchung,NJ,Chevron,REDACTED,40.6378801,-74.4509862
16-10-02-05-15,USA,Lebanon,OR,Circle,REDACTED,44.5365119,-122.9070338
16-10-02-05-15,USA,Ione,OR,Triangle,REDACTED,45.5012431,-119.8247507
16-10-02-05-15,USA,Newport,OR,Other,REDACTED,44.636755,-124.0534419
16-10-02-05-10,USA,Culver,OR,Unknown,REDACTED,44.5256753,-121.2130973
16-10-02-05-00,USA,Ashland,OR,Triangle,REDACTED,42.1972487,-122.7153994
16-10-02-05-00,USA,Oakridge,OR,Other,REDACTED,43.7466899,-122.4597411
16-10-02-05-00,USA,Idanha,OR,Other,REDACTED,44.7022814,-122.0817336
16-10-02-03-45,USA,Kingsburg,CA,Light,REDACTED,36.5138398,-119.5538928
16-09-02-22-00,USA,Alexandria,LA,Fireball,REDACTED,45.8846686,-95.3778829
16-09-02-21-15,USA,Fredonia,PA,Light,REDACTED,41.3217232,-80.2586746
16-09-02-21-15,USA,Paradise Valley,AZ,Light,REDACTED,33.5428006,-111.9556
16-09-02-21-00,USA,Laredo,TX,Sphere,REDACTED,27.5060991,-99.5088978
16-09-02-20-15,USA,Perris,CA,Triangle,REDACTED,33.7825194,-117.2286477
16-09-02-19-00,USA,Boise,ID,Cylinder,REDACTED,43.61656,-116.2008349
16-09-02-15-30,USA,Oklahoma City,OK,Circle,REDACTED,35.4729886,-97.5170535
16-09-02-14-30,USA,Tulsa,OK,Disk,REDACTED,36.1556805,-95.9929112
16-09-02-08-00,USA,White Sulphur Springs,MT,Other,REDACTED,46.548394,-110.9028869
16-09-02-07-10,USA,Clackamas,OR,Diamond,REDACTED,45.1608821,-122.2305037
16-09-02-05-00,USA,Perrine,FL,Rectangle,REDACTED,25.6051055,-80.3536644
16-09-02-04-40,USA,Lancaster,SC,Triangle,REDACTED,34.6628067,-80.7005459
16-09-02-00-45,CANADA,Tsawwassen,BC,Sphere,REDACTED,49.016667,-123.0833329
16-08-02-23-00,CANADA,Maple Ridge,BC,Unknown,REDACTED,49.2192655,-122.6014679
16-08-02-22-00,USA,Prescott,AZ,Other,REDACTED,34.5402813,-112.4695072
16-08-02-22-00,USA,Gainesville,GA,Light,REDACTED,34.2978794,-83.8240662
16-08-02-21-00,USA,Allentown,PA,Sphere,REDACTED,40.6022059,-75.4712793
16-08-02-20-15,USA,Eagle River,AK,Cigar,REDACTED,61.315575,-149.5847041
16-08-02-19-35,USA,Missoula,MT,Other,REDACTED,46.8700801,-113.9952795
16-08-02-19-00,USA,York,ME,Other,REDACTED,43.1659436,-70.63509628
16-08-02-19-00,USA,Santa Cruz,CA,Triangle,REDACTED,36.9735903,-122.0260569
16-08-02-18-50,USA,Mill Creek,WA,Triangle,REDACTED,47.8577455,-122.2210627
16-08-02-18-30,USA,Washington D.C.,MD,Triangle,REDACTED,38.899265,-77.1546512
16-08-02-17-00,USA,Hermosa Beach,CA,Light,REDACTED,33.86428,-118.3959099
16-08-02-13-00,USA,West Palm Beach,FL,Other,REDACTED,26.7153425,-80.0533745
16-08-02-06-10,USA,Tulsa,OK,Unknown,REDACTED,36.1556805,-95.9929112
16-08-02-03-00,USA,Graham,NC,Light,REDACTED,36.069026,-79.4005759
16-07-02-22-00,USA,Alamogordo,NM,Sphere,REDACTED,32.8997997,-105.9603397
16-07-02-21-00,USA,Dewey,AZ,Chevron,REDACTED,34.5300253,-112.2412738
16-07-02-19-40,USA,Antelope,CA,Triangle,REDACTED,38.7082357,-121.3299512
16-07-02-15-30,USA,Miami,FL,Disk,REDACTED,25.800431,-80.2632189
16-07-02-11-50,USA,Palm Beach Gardens,FL,Other,REDACTED,26.84176195,-80.13530871
16-07-02-07-00,USA,Los Ranchos de Albuquerque,NM,Triangle,REDACTED,35.1619885,-106.6428037
16-07-02-06-00,USA,Pataskala,OH,Circle,REDACTED,39.9956193,-82.674334
16-07-02-05-52,USA,Culpeper,VA,Sphere,REDACTED,38.4733823,-77.9961274
16-06-02-22-35,USA,Longview,WA,Unknown,REDACTED,46.1427302,-122.9556409
16-06-02-22-00,USA,Spring Hill,TN,Circle,REDACTED,35.751179,-86.9300022
16-06-02-21-30,USA,Akron,OH,Light,REDACTED,41.0830643,-81.5184853
16-06-02-21-20,USA,Temecula,CA,Triangle,REDACTED,33.4946353,-117.147366
16-06-02-20-40,USA,Gainesville,VA,Light,REDACTED,38.7951501,-77.6141403
16-06-02-19-41,USA,Anchorage,AK,Circle,REDACTED,61.2163129,-149.8948522
16-06-02-19-35,USA,Aurora,CO,Fireball,REDACTED,43.6963371,-98.572246
16-06-02-19-15,USA,Fenton,MO,Light,REDACTED,38.5132838,-90.4401793
16-06-02-19-00,USA,Claysburg,PA,Light,REDACTED,40.2967427,-78.4497369
16-06-02-18-45,USA,Camp Lake,WI,Light,REDACTED,42.534741,-88.1436975
16-06-02-18-40,USA,Petaluma,CA,Circle,REDACTED,38.295411,-122.6136934
16-06-02-07-06,USA,Pekin,IL,Circle,REDACTED,40.5675388,-89.6406579
16-06-02-06-30,USA,Winston-Salem,NC,Circle,REDACTED,36.0998131,-80.2440517
16-06-02-05-35,USA,North Canton,OH,Oval,REDACTED,40.875891,-81.4023355
16-06-02-05-10,USA,Newnan,GA,Unknown,REDACTED,33.3806716,-84.7996572
16-05-02-22-40,USA,Littleton,CO,Circle,REDACTED,39.613321,-105.0166497
16-05-02-21-30,USA,Selkirk,NY,Cross,REDACTED,42.5323027,-73.7984562
16-05-02-20-35,USA,Colorado Springs,CO,Disk,REDACTED,38.8339578,-104.8253484
16-05-02-20-35,USA,Southmont,NC,Cross,REDACTED,36.0440245,-79.8100313
16-05-02-20-30,USA,Costa Mesa,CA,Circle,REDACTED,33.6633386,-117.9033169
16-05-02-20-30,USA,Everett,WA,Formation,REDACTED,47.9673056,-122.2013997
16-05-02-20-20,USA,Staten Island,NY,Light,REDACTED,40.5834557,-74.1496047
16-05-02-20-15,USA,Carefree,AZ,Oval,REDACTED,33.8222752,-111.9175948
16-05-02-20-10,USA,Cheektowaga,NY,Rectangle,REDACTED,42.9033917,-78.7547535
16-05-02-20-00,USA,South Barrington,IL,Circle,REDACTED,42.088522,-88.14840361
16-05-02-20-00,USA,Cooleemee,NC,Unknown,REDACTED,35.8104164,-80.5558941
16-05-02-20-00,USA,Shawnee,KS,Light,REDACTED,38.95709251,-95.64343791
16-05-02-19-49,USA,Austin,TX,Fireball,REDACTED,30.2711286,-97.7436994
16-05-02-19-30,USA,Goodyear,AZ,Light,REDACTED,33.3975655,-112.4333288
16-05-02-19-00,USA,Springfield,IL,Sphere,REDACTED,39.7989763,-89.6443687
16-05-02-19-00,USA,Doylestown,PA,Formation,REDACTED,40.310004,-75.1304839
16-05-02-19-00,USA,Durham,NC,Formation,REDACTED,35.9940329,-78.8986189
16-05-02-18-58,USA,Durham,NC,Light,REDACTED,35.9940329,-78.8986189
16-05-02-18-30,USA,Seattle,WA,Triangle,REDACTED,47.6038321,-122.3300623
16-05-02-17-20,USA,Milwaukee,WI,Triangle,REDACTED,43.0349931,-87.9224969
16-04-02-23-00,USA,Colorado Springs,CO,Disk,REDACTED,38.8339578,-104.8253484
16-04-02-21-00,USA,Estes Park,CO,Oval,REDACTED,40.369766,-105.5496895
16-04-02-20-53,USA,Camas,WA,Unknown,REDACTED,45.5911103,-122.4122247
16-04-02-20-30,USA,Bradenton,FL,Oval,REDACTED,27.4724175,-82.563375
16-04-02-20-07,USA,Medina,OH,Light,REDACTED,41.1000764,-81.9382516
16-04-02-19-30,USA,Tucson,AZ,Sphere,REDACTED,32.2217422,-110.9264758
16-04-02-18-46,USA,Roseburg,OR,Circle,REDACTED,43.216505,-123.341738
16-04-02-18-40,USA,Tucson,AZ,Sphere,REDACTED,32.2217422,-110.9264758
16-04-02-18-30,USA,Greeley,CO,Unknown,REDACTED,38.4570355,-101.8185006
16-04-02-18-15,USA,Woodland Hills,CA,Circle,REDACTED,34.1683386,-118.6059196
16-04-02-17-00,USA,Los Angeles,CA,Teardrop,REDACTED,34.0543942,-118.2439408
16-04-02-13-00,USA,New London,MN,Circle,REDACTED,45.3010756,-94.9441772
16-04-02-06-30,USA,Goodyear,AZ,Cigar,REDACTED,33.3975655,-112.4333288
16-04-02-01-50,USA,Fresno,CA,Other,REDACTED,36.7295295,-119.7088612
16-03-02-22-00,USA,Mobile,AL,Oval,REDACTED,39.092585,-84.8532289
16-03-02-22-00,USA,Waretown,NJ,Disk,REDACTED,39.7938958,-74.223206
16-03-02-19-00,USA,Fife,WA,Flash,REDACTED,47.2359524,-122.362638
16-03-02-18-25,USA,Salinas,CA,Unknown,REDACTED,36.6744117,-121.6550371
16-03-02-17-05,USA,Austin,TX,Light,REDACTED,30.2711286,-97.7436994
16-03-02-17-00,USA,Cypress,TX,Unknown,REDACTED,29.9691116,-95.6971685
16-03-02-05-28,USA,Lupton City,TN,Circle,REDACTED,35.1057126,-85.2642638
16-03-02-04-21,USA,Kingston,MA,Fireball,REDACTED,41.9945473,-70.7244821
16-03-02-02-10,USA,Roseburg,OR,Fireball,REDACTED,43.216505,-123.341738
16-02-02-20-15,USA,Boise,ID,Light,REDACTED,43.61656,-116.2008349
16-02-02-20-15,USA,North Port,FL,Circle,REDACTED,27.044224,-82.2359253
16-02-02-19-00,USA,Toms River,NJ,Other,REDACTED,39.9537359,-74.1979575
16-02-02-18-50,USA,Rio Rancho,NM,Light,REDACTED,35.269381,-106.6328189
16-02-02-18-30,USA,Lake Ozark,MO,Circle,REDACTED,38.1986436,-92.6387967
16-02-02-18-00,USA,Baltimore,MD,Triangle,REDACTED,39.2908816,-76.6107589
16-02-02-15-00,USA,Raleigh,NC,Sphere,REDACTED,35.7803977,-78.6390988
16-02-02-13-00,USA,West Orange,NJ,Light,REDACTED,40.7987113,-74.2390352
16-02-02-05-00,USA,Atlantic City,NJ,Circle,REDACTED,39.3642852,-74.422935
16-02-02-01-15,USA,Boise,ID,Triangle,REDACTED,43.61656,-116.2008349
16-01-02-22-00,USA,Los Angeles,CA,Circle,REDACTED,34.0543942,-118.2439408
16-01-02-22-00,USA,Granite Bay,CA,Other,REDACTED,38.762173,-121.1850334
16-01-02-21-55,USA,Charleston,SC,Sphere,REDACTED,32.7876012,-79.9402727
16-01-02-21-42,USA,Rochester,NY,Light,REDACTED,43.157285,-77.6152139
16-01-02-19-30,USA,Port Orange,FL,Fireball,REDACTED,29.10150985,-81.01055374
16-01-02-18-30,USA,Sun Prairie,WI,Light,REDACTED,43.1834579,-89.2134358
16-01-02-18-30,USA,Milwaukee,WI,Fireball,REDACTED,43.0349931,-87.9224969
16-01-02-18-25,USA,Lombard,IL,Disk,REDACTED,41.8800296,-88.0078434
16-01-02-11-58,USA,Kearns,UT,Changing,REDACTED,40.6536448,-112.0057606
16-01-02-11-58,USA,Kearns,UT,Teardrop,REDACTED,40.6536448,-112.0057606
16-01-02-08-45,USA,South Windsor,CT,Sphere,REDACTED,42.341296,-87.9148259
16-01-02-08-00,USA,Taunton,MA,Cross,REDACTED,41.900101,-71.0897674
16-01-02-06-38,USA,Lupton City,TN,Disk,REDACTED,35.1057126,-85.2642638
16-01-02-00-00,USA,Paradise Valley,AZ,Disk,REDACTED,33.5428006,-111.9556
16-01-31-23-10,USA,Stanton,TX,Triangle,REDACTED,32.1292891,-101.7884641
16-01-31-23-00,USA,Emigrant Pass,OR,Other,REDACTED,43.4647581,-122.1420069
16-01-31-22-00,USA,Allentown,PA,Fireball,REDACTED,40.6022059,-75.4712793
16-01-31-20-57,USA,Sandpoint,ID,Fireball,REDACTED,48.2765903,-116.5532475
16-01-31-20-46,USA,West Suffield,CT,Circle,REDACTED,41.7720243,-87.9792251
16-01-31-20-45,USA,West Suffield,CT,Circle,REDACTED,41.7720243,-87.9792251
16-01-31-20-30,USA,Big Lake,AK,Circle,REDACTED,61.55,-149.8666666
16-01-31-20-00,USA,Ten mile,TN,Light,REDACTED,35.9134138,-84.0796341
16-01-31-20-00,USA,Ten mile,TN,Circle,REDACTED,35.9134138,-84.0796341
16-01-31-20-00,USA,Philadelphia,PA,Changing,REDACTED,39.9523993,-75.1635898
16-01-31-15-00,USA,Baltimore,MD,Triangle,REDACTED,39.2908816,-76.6107589
16-01-31-13-00,USA,Hampton Bays,NY,Disk,REDACTED,40.8689892,-72.5175892
16-01-31-05-30,USA,Carmel,ME,Triangle,REDACTED,44.7975688,-69.0511536
16-01-31-03-17,USA,Port Charlotte,FL,Unknown,REDACTED,26.9824422,-82.10688401
16-01-30-22-45,USA,Parkersburg,WV,Formation,REDACTED,39.2699565,-81.5506915
16-01-30-21-00,USA,Greenville,SC,Unknown,REDACTED,34.851354,-82.3984881
16-01-30-21-00,USA,Hopkins,MN,Formation,REDACTED,44.9271194,-93.4074944
16-01-30-20-00,USA,Middleburg,FL,Sphere,REDACTED,30.0557025,-81.90363734
16-01-30-19-15,USA,Rover,TN,Changing,REDACTED,35.6731237,-86.5966614
16-01-30-19-10,USA,Pennsburg,PA,Light,REDACTED,40.3909328,-75.4921248
16-01-30-18-30,USA,La Plata,MD,Fireball,REDACTED,38.5292877,-76.9752513
16-01-30-18-20,USA,Dickinson,TX,Changing,REDACTED,29.4607876,-95.0513172
16-01-30-18-17,USA,Clark,NJ,Light,REDACTED,40.6233995,-74.3148278
16-01-30-18-17,USA,Williamsburg,VA,Flash,REDACTED,37.2707028,-76.7074501
16-01-30-18-00,USA,Hillsville,VA,Fireball,REDACTED,36.7626282,-80.7347946
16-01-30-18-00,USA,Coopersburg,PA,Fireball,REDACTED,40.5114885,-75.3904579
16-01-30-14-30,USA,Rockville,MD,Other,REDACTED,39.0840054,-77.1527572
16-01-30-02-00,USA,Naalehu,HI,Sphere,REDACTED,19.062767,-155.5863189
16-01-30-01-00,CANADA,Grande Prairie,AB,Light,REDACTED,55.171025,-118.7951659
16-01-29-23-55,USA,Pontiac,MI,Triangle,REDACTED,42.6389216,-83.2910467
16-01-29-23-50,USA,Cerritos,CA,Fireball,REDACTED,33.8644291,-118.0539322
16-01-29-23-00,USA,Lafayette,LA,Chevron,REDACTED,30.2240897,-92.0198426
16-01-29-22-45,USA,Baltimore,MD,Triangle,REDACTED,39.2908816,-76.6107589
